Airport_Code,Year,TotalClaims,Claim_Type,Total_Enplanement,PctClaims
CLL,2013,1,Property Damage,87409,0.0011%
CLL,2014,2,Property Damage,91127,0.0022%
CLL,2014,2,Passenger Property Loss,91127,0.0022%
CLL,2015,1,Passenger Property Loss,89844,0.0011%
CLL,2016,2,Property Damage,78907,0.0025%
CLT,2013,87,Passenger Property Loss,21346601,0.0004%
CLT,2013,43,Property Damage,21346601,0.0002%
CLT,2013,1,Unknown,21346601,0.0000%
CLT,2013,1,Complaint,21346601,0.0000%
CLT,2014,59,Property Damage,21537725,0.0003%
CLT,2014,47,Passenger Property Loss,21537725,0.0002%
CLT,2014,2,Personal Injury,21537725,0.0000%
CLT,2014,1,Employee Loss (MPCECA),21537725,0.0000%
CLT,2015,52,Property Damage,21913166,0.0002%
CLT,2015,45,Passenger Property Loss,21913166,0.0002%
CLT,2016,91,Passenger Property Loss,21511880,0.0004%
CLT,2016,47,Property Damage,21511880,0.0002%
CLT,2016,1,Personal Injury,21511880,0.0000%
CLT,2016,1,Missed Flight,21511880,0.0000%
CLT,2017,54,Passenger Property Loss,22011251,0.0002%
CLT,2017,48,Property Damage,22011251,0.0002%
CLT,2017,1,Unknown,22011251,0.0000%
CMH,2013,16,Passenger Property Loss,3063822,0.0005%
CMH,2013,13,Property Damage,3063822,0.0004%
CMH,2013,1,Personal Injury,3063822,0.0000%
CMH,2014,19,Passenger Property Loss,3115501,0.0006%
CMH,2014,15,Property Damage,3115501,0.0005%
CMH,2015,21,Passenger Property Loss,3312496,0.0006%
CMH,2015,13,Property Damage,3312496,0.0004%
CMH,2015,2,Personal Injury,3312496,0.0001%
CMH,2016,17,Passenger Property Loss,3567864,0.0005%
CMH,2016,13,Property Damage,3567864,0.0004%
CMH,2017,15,Passenger Property Loss,3689570,0.0004%
CMH,2017,14,Property Damage,3689570,0.0004%
CMH,2017,1,Unknown,3689570,0.0000%
CMI,2014,1,Property Damage,95351,0.0010%
CMI,2015,2,Passenger Property Loss,89836,0.0022%
CMI,2016,1,Passenger Property Loss,89318,0.0011%
CMX,2014,1,Property Damage,23843,0.0042%
CMX,2016,1,Passenger Property Loss,25439,0.0039%
CMX,2017,1,Passenger Property Loss,24843,0.0040%
COD,2013,1,Property Damage,31140,0.0032%
COD,2014,1,Passenger Property Loss,32317,0.0031%
COD,2015,1,Passenger Property Loss,33278,0.0030%
COD,2016,1,Property Damage,40340,0.0025%
COS,2013,11,Passenger Property Loss,657962,0.0017%
COS,2013,7,Property Damage,657962,0.0011%
COS,2014,3,Property Damage,624317,0.0005%
COS,2014,3,Passenger Property Loss,624317,0.0005%
COS,2015,4,Property Damage,593246,0.0007%
COS,2015,2,Passenger Property Loss,593246,0.0003%
COS,2016,6,Property Damage,657694,0.0009%
COS,2016,3,Passenger Property Loss,657694,0.0005%
COS,2017,3,Passenger Property Loss,815839,0.0004%
COS,2017,3,Property Damage,815839,0.0004%
COU,2014,1,Property Damage,55556,0.0018%
COU,2014,1,Passenger Property Loss,55556,0.0018%
COU,2016,1,Passenger Property Loss,65014,0.0015%
COU,2017,1,Passenger Property Loss,88650,0.0011%
COU,2017,1,Property Damage,88650,0.0011%
CPR,2013,1,Motor Vehicle,98625,0.0010%
CPR,2014,1,Passenger Property Loss,103397,0.0010%
CPR,2014,1,Property Damage,103397,0.0010%
CPR,2016,1,Property Damage,92805,0.0011%
CPR,2016,1,Passenger Property Loss,92805,0.0011%
CPR,2017,1,Property Damage,96843,0.0010%
CRP,2013,3,Passenger Property Loss,317667,0.0009%
CRP,2013,3,Property Damage,317667,0.0009%
CRP,2014,3,Property Damage,347977,0.0009%
CRP,2014,3,Passenger Property Loss,347977,0.0009%
CRP,2015,3,Property Damage,338312,0.0009%
CRP,2015,2,Passenger Property Loss,338312,0.0006%
CRP,2016,2,Passenger Property Loss,325815,0.0006%
CRP,2016,1,Property Damage,325815,0.0003%
CRP,2017,1,Passenger Property Loss,320263,0.0003%
CRP,2017,1,Property Damage,320263,0.0003%
CRW,2013,1,Passenger Property Loss,250509,0.0004%
CRW,2014,2,Passenger Property Loss,241566,0.0008%
CRW,2015,1,Property Damage,225170,0.0004%
CSG,2013,1,Passenger Property Loss,59675,0.0017%
CSG,2014,1,Property Damage,50883,0.0020%
CSG,2015,1,Property Damage,51790,0.0019%
CSG,2016,1,Passenger Property Loss,44813,0.0022%
CSG,2017,3,Passenger Property Loss,49773,0.0060%
CSG,2017,2,Property Damage,49773,0.0040%
CVG,2013,18,Passenger Property Loss,2776377,0.0006%
CVG,2013,14,Property Damage,2776377,0.0005%
CVG,2013,1,Personal Injury,2776377,0.0000%
CVG,2014,13,Passenger Property Loss,2875844,0.0005%
CVG,2014,11,Property Damage,2875844,0.0004%
CVG,2015,17,Passenger Property Loss,3054991,0.0006%
CVG,2015,9,Property Damage,3054991,0.0003%
CVG,2015,1,Personal Injury,3054991,0.0000%
CVG,2015,1,Unknown,3054991,0.0000%
CVG,2016,14,Passenger Property Loss,3269979,0.0004%
CVG,2016,6,Property Damage,3269979,0.0002%
CVG,2016,1,Personal Injury,3269979,0.0000%
CVG,2017,7,Property Damage,3791989,0.0002%
CVG,2017,7,Passenger Property Loss,3791989,0.0002%
CVG,2017,1,Personal Injury,3791989,0.0000%
CWA,2013,1,Passenger Property Loss,123797,0.0008%
CWA,2013,1,Property Damage,123797,0.0008%
CWA,2014,1,Property Damage,125395,0.0008%
CWA,2014,1,Passenger Property Loss,125395,0.0008%
CWA,2015,1,Passenger Property Loss,126016,0.0008%
CWA,2016,1,Property Damage,119222,0.0008%
CYS,2014,1,Passenger Property Loss,5794,0.0173%
CYS,2017,1,Passenger Property Loss,,
DAB,2013,2,Passenger Property Loss,293843,0.0007%
DAB,2013,1,Property Damage,293843,0.0003%
DAB,2014,3,Passenger Property Loss,306542,0.0010%
DAB,2014,1,Property Damage,306542,0.0003%
DAB,2015,5,Property Damage,306360,0.0016%
DAB,2015,2,Passenger Property Loss,306360,0.0007%
DAB,2015,1,Personal Injury,306360,0.0003%
DAB,2016,2,Property Damage,342495,0.0006%
DAB,2016,1,Passenger Property Loss,342495,0.0003%
DAB,2017,2,Passenger Property Loss,346470,0.0006%
DAB,2017,1,Property Damage,346470,0.0003%
DAB,2017,1,Not Provided,346470,0.0003%
DAL,2013,15,Property Damage,4023779,0.0004%
DAL,2013,15,Passenger Property Loss,4023779,0.0004%
DAL,2013,1,Personal Injury,4023779,0.0000%
DAL,2014,24,Passenger Property Loss,4522341,0.0005%
DAL,2014,12,Property Damage,4522341,0.0003%
DAL,2014,1,Personal Injury,4522341,0.0000%
DAL,2015,30,Property Damage,7040950,0.0004%
DAL,2015,30,Passenger Property Loss,7040950,0.0004%
DAL,2015,2,Personal Injury,7040950,0.0000%
DAL,2016,29,Passenger Property Loss,7554596,0.0004%
DAL,2016,24,Property Damage,7554596,0.0003%
DAL,2016,1,Missed Flight,7554596,0.0000%
DAL,2016,1,Employee Loss (MPCECA),7554596,0.0000%
DAL,2017,29,Passenger Property Loss,7593361,0.0004%
DAL,2017,28,Property Damage,7593361,0.0004%
DAL,2017,2,Personal Injury,7593361,0.0000%
DAY,2013,5,Property Damage,1244841,0.0004%
DAY,2013,3,Passenger Property Loss,1244841,0.0002%
DAY,2014,5,Passenger Property Loss,1120842,0.0004%
DAY,2014,4,Property Damage,1120842,0.0004%
DAY,2015,8,Passenger Property Loss,1041759,0.0008%
DAY,2015,5,Property Damage,1041759,0.0005%
DAY,2016,7,Property Damage,1019922,0.0007%
DAY,2016,3,Passenger Property Loss,1019922,0.0003%
DAY,2016,1,Complaint,1019922,0.0001%
DAY,2017,5,Property Damage,935373,0.0005%
DAY,2017,1,Passenger Property Loss,935373,0.0001%
DBQ,2015,1,Property Damage,38248,0.0026%
DBQ,2017,2,Property Damage,40324,0.0050%
DBQ,2017,1,Passenger Property Loss,40324,0.0025%
DCA,2013,51,Passenger Property Loss,9838034,0.0005%
DCA,2013,28,Property Damage,9838034,0.0003%
DCA,2013,1,Personal Injury,9838034,0.0000%
DCA,2014,43,Passenger Property Loss,10115546,0.0004%
DCA,2014,36,Property Damage,10115546,0.0004%
DCA,2014,2,Personal Injury,10115546,0.0000%
DCA,2015,52,Passenger Property Loss,11242375,0.0005%
DCA,2015,39,Property Damage,11242375,0.0003%
DCA,2015,1,Unknown,11242375,0.0000%
DCA,2016,49,Passenger Property Loss,11470854,0.0004%
DCA,2016,44,Property Damage,11470854,0.0004%
DCA,2016,1,Personal Injury,11470854,0.0000%
DCA,2017,50,Passenger Property Loss,11506310,0.0004%
DCA,2017,48,Property Damage,11506310,0.0004%
DCA,2017,2,Unknown,11506310,0.0000%
DEN,2013,118,Passenger Property Loss,25496885,0.0005%
DEN,2013,80,Property Damage,25496885,0.0003%
DEN,2013,3,Personal Injury,25496885,0.0000%
DEN,2013,1,Motor Vehicle,25496885,0.0000%
DEN,2014,87,Passenger Property Loss,26000591,0.0003%
DEN,2014,77,Property Damage,26000591,0.0003%
DEN,2014,3,Personal Injury,26000591,0.0000%
DEN,2015,89,Passenger Property Loss,26280043,0.0003%
DEN,2015,68,Property Damage,26280043,0.0003%
DEN,2015,2,Personal Injury,26280043,0.0000%
DEN,2015,2,Complaint,26280043,0.0000%
DEN,2016,93,Passenger Property Loss,28267394,0.0003%
DEN,2016,63,Property Damage,28267394,0.0002%
DEN,2016,1,Personal Injury,28267394,0.0000%
DEN,2016,1,Missed Flight,28267394,0.0000%
DEN,2017,86,Property Damage,29809097,0.0003%
DEN,2017,73,Passenger Property Loss,29809097,0.0002%
DEN,2017,3,Personal Injury,29809097,0.0000%
DEN,2017,1,Employee Loss (MPCECA),29809097,0.0000%
DFW,2013,128,Passenger Property Loss,29038128,0.0004%
DFW,2013,79,Property Damage,29038128,0.0003%
DFW,2013,4,Unknown,29038128,0.0000%
DFW,2013,3,Personal Injury,29038128,0.0000%
DFW,2014,99,Passenger Property Loss,30804567,0.0003%
DFW,2014,92,Property Damage,30804567,0.0003%
DFW,2014,2,Unknown,30804567,0.0000%
DFW,2014,2,Personal Injury,30804567,0.0000%
DFW,2015,82,Passenger Property Loss,31589839,0.0003%
DFW,2015,78,Property Damage,31589839,0.0002%
DFW,2015,2,Unknown,31589839,0.0000%
DFW,2015,1,Personal Injury,31589839,0.0000%
DFW,2016,109,Passenger Property Loss,31283579,0.0003%
DFW,2016,99,Property Damage,31283579,0.0003%
DFW,2016,5,Personal Injury,31283579,0.0000%
DFW,2016,2,Missed Flight,31283579,0.0000%
DFW,2016,1,Unknown,31283579,0.0000%
DFW,2016,1,Property Loss,31283579,0.0000%
DFW,2016,1,Motor Vehicle,31283579,0.0000%
DFW,2017,120,Passenger Property Loss,31816933,0.0004%
DFW,2017,102,Property Damage,31816933,0.0003%
DFW,2017,5,Personal Injury,31816933,0.0000%
DFW,2017,1,Unknown,31816933,0.0000%
DFW,2017,1,Missed Flight,31816933,0.0000%
DHN,2013,1,Property Damage,48423,0.0021%
DHN,2015,4,Passenger Property Loss,46792,0.0085%
DHN,2015,2,Property Damage,46792,0.0043%
DIK,2013,1,Passenger Property Loss,34980,0.0029%
DIK,2014,1,Property Damage,58987,0.0017%
DIK,2015,1,Passenger Property Loss,41925,0.0024%
DIK,2016,1,Passenger Property Loss,16822,0.0059%
DIK,2017,1,Passenger Property Loss,18963,0.0053%
DLG,2017,1,Property Damage,28895,0.0035%
DLH,2014,3,Passenger Property Loss,153583,0.0020%
DLH,2014,1,Property Damage,153583,0.0007%
DLH,2015,1,Passenger Property Loss,131128,0.0008%
DRO,2013,4,Passenger Property Loss,192797,0.0021%
DRO,2015,2,Passenger Property Loss,186800,0.0011%
DRO,2015,1,Property Damage,186800,0.0005%
DRO,2016,1,Property Damage,187789,0.0005%
DRO,2016,1,Passenger Property Loss,187789,0.0005%
DRO,2017,2,Property Damage,186917,0.0011%
DRO,2017,2,Passenger Property Loss,186917,0.0011%
DSM,2013,5,Property Damage,1078496,0.0005%
DSM,2013,5,Passenger Property Loss,1078496,0.0005%
DSM,2014,11,Property Damage,1141172,0.0010%
DSM,2014,4,Passenger Property Loss,1141172,0.0004%
DSM,2015,6,Passenger Property Loss,1156462,0.0005%
DSM,2015,3,Property Damage,1156462,0.0003%
DSM,2016,7,Property Damage,1216357,0.0006%
DSM,2016,6,Passenger Property Loss,1216357,0.0005%
DSM,2017,5,Passenger Property Loss,1257521,0.0004%
DSM,2017,1,Property Damage,1257521,0.0001%
DSM,2017,1,Unknown,1257521,0.0001%
DTW,2013,39,Passenger Property Loss,15683523,0.0002%
DTW,2013,20,Property Damage,15683523,0.0001%
DTW,2014,42,Passenger Property Loss,15775941,0.0003%
DTW,2014,31,Property Damage,15775941,0.0002%
DTW,2014,1,Unknown,15775941,0.0000%
DTW,2015,34,Passenger Property Loss,16255520,0.0002%
DTW,2015,22,Property Damage,16255520,0.0001%
DTW,2015,1,Personal Injury,16255520,0.0000%
DTW,2016,60,Passenger Property Loss,16847135,0.0004%
DTW,2016,39,Property Damage,16847135,0.0002%
DTW,2016,2,Personal Injury,16847135,0.0000%
DTW,2016,1,Missed Flight,16847135,0.0000%
DTW,2016,1,Property Loss,16847135,0.0000%
DTW,2016,1,Complaint,16847135,0.0000%
DTW,2017,68,Passenger Property Loss,17036092,0.0004%
DTW,2017,40,Property Damage,17036092,0.0002%
DTW,2017,1,Passenger Theft,17036092,0.0000%
DVL,2016,1,Property Damage,8209,0.0122%
EAT,2013,2,Property Damage,52051,0.0038%
EAT,2013,1,Passenger Property Loss,52051,0.0019%
EAT,2014,1,Property Damage,56589,0.0018%
EAT,2014,1,Passenger Property Loss,56589,0.0018%
EAT,2015,2,Property Damage,62319,0.0032%
EAT,2015,2,Passenger Property Loss,62319,0.0032%
EAT,2016,1,Passenger Property Loss,60068,0.0017%
EAU,2013,1,Property Damage,21677,0.0046%
EAU,2014,1,Property Damage,20757,0.0048%
EAU,2015,1,Passenger Property Loss,19332,0.0052%
EAU,2016,1,Property Damage,21304,0.0047%
EAU,2016,1,Passenger Property Loss,21304,0.0047%
EAU,2017,1,Property Damage,22822,0.0044%
ECP,2013,2,Passenger Property Loss,391763,0.0005%
ECP,2013,2,Property Damage,391763,0.0005%
ECP,2014,3,Passenger Property Loss,394570,0.0008%
ECP,2015,2,Passenger Property Loss,428704,0.0005%
ECP,2016,4,Property Damage,434302,0.0009%
ECP,2016,2,Passenger Property Loss,434302,0.0005%
ECP,2017,5,Property Damage,454712,0.0011%
ECP,2017,4,Passenger Property Loss,454712,0.0009%
EGE,2013,3,Passenger Property Loss,167166,0.0018%
EGE,2014,3,Passenger Property Loss,165004,0.0018%
EGE,2014,2,Property Damage,165004,0.0012%
EGE,2015,2,Passenger Property Loss,156937,0.0013%
EGE,2015,2,Property Damage,156937,0.0013%
EGE,2017,3,Passenger Property Loss,154577,0.0019%
EGE,2017,1,Property Damage,154577,0.0006%
EKO,2014,1,Property Damage,18200,0.0055%
EKO,2014,1,Passenger Property Loss,18200,0.0055%
EKO,2015,1,Property Damage,13701,0.0073%
EKO,2015,1,Passenger Property Loss,13701,0.0073%
EKO,2017,1,Passenger Property Loss,17115,0.0058%
ELM,2013,1,Passenger Property Loss,129749,0.0008%
ELM,2014,3,Property Damage,159136,0.0019%
ELM,2015,3,Property Damage,155936,0.0019%
ELM,2015,2,Passenger Property Loss,155936,0.0013%
ELM,2016,1,Passenger Property Loss,139583,0.0007%
ELP,2013,8,Passenger Property Loss,1363102,0.0006%
ELP,2013,4,Property Damage,1363102,0.0003%
ELP,2013,1,Unknown,1363102,0.0001%
ELP,2014,8,Passenger Property Loss,1395363,0.0006%
ELP,2014,5,Property Damage,1395363,0.0004%
ELP,2015,12,Property Damage,1381392,0.0009%
ELP,2015,5,Passenger Property Loss,1381392,0.0004%
ELP,2016,13,Passenger Property Loss,1414376,0.0009%
ELP,2016,8,Property Damage,1414376,0.0006%
ELP,2017,10,Property Damage,1450115,0.0007%
ELP,2017,5,Passenger Property Loss,1450115,0.0003%
ENA,2013,1,Passenger Property Loss,99821,0.0010%
ENV,2013,1,Property Damage,,
ENV,2014,1,Passenger Property Loss,,
ENV,2014,2,Property Damage,,
ENV,2017,1,Property Damage,,
ENV,2017,2,Passenger Property Loss,,
ERI,2013,1,Property Damage,109520,0.0009%
ERI,2014,1,Property Damage,97063,0.0010%
ERI,2015,1,Passenger Property Loss,88953,0.0011%
ERI,2015,1,Property Damage,88953,0.0011%
ERI,2017,1,Property Damage,85631,0.0012%
ESC,2013,2,Passenger Property Loss,15110,0.0132%
ESC,2013,1,Property Damage,15110,0.0066%
ESC,2017,1,Property Damage,16781,0.0060%
EUG,2013,8,Passenger Property Loss,434095,0.0018%
EUG,2013,7,Property Damage,434095,0.0016%
EUG,2014,3,Property Damage,440198,0.0007%
EUG,2014,1,Complaint,440198,0.0002%
EUG,2014,1,Passenger Property Loss,440198,0.0002%
EUG,2015,3,Property Damage,447813,0.0007%
EUG,2015,1,Passenger Property Loss,447813,0.0002%
EUG,2016,2,Property Damage,483224,0.0004%
EUG,2017,3,Passenger Property Loss,529149,0.0006%
EUG,2017,1,Property Damage,529149,0.0002%
EVV,2013,1,Passenger Property Loss,161279,0.0006%
EVV,2014,1,Passenger Property Loss,171212,0.0006%
EVV,2015,1,Property Damage,203350,0.0005%
EVV,2016,2,Property Damage,204352,0.0010%
EVV,2017,2,Passenger Property Loss,213205,0.0009%
EWN,2013,1,Passenger Property Loss,121479,0.0008%
EWN,2013,1,Property Damage,121479,0.0008%
EWN,2014,3,Property Damage,118749,0.0025%
EWN,2015,2,Property Damage,109237,0.0018%
EWN,2015,1,Passenger Property Loss,109237,0.0009%
EWN,2016,1,Property Damage,106110,0.0009%
EWN,2017,2,Passenger Property Loss,111147,0.0018%
EWR,2013,219,Passenger Property Loss,17546506,0.0012%
EWR,2013,130,Property Damage,17546506,0.0007%
EWR,2013,2,Personal Injury,17546506,0.0000%
EWR,2013,1,Unknown,17546506,0.0000%
EWR,2013,1,Complaint,17546506,0.0000%
EWR,2014,201,Passenger Property Loss,17773405,0.0011%
EWR,2014,115,Property Damage,17773405,0.0006%
EWR,2014,4,Personal Injury,17773405,0.0000%
EWR,2014,2,Unknown,17773405,0.0000%
EWR,2015,177,Passenger Property Loss,18684818,0.0009%
EWR,2015,107,Property Damage,18684818,0.0006%
EWR,2015,1,Motor Vehicle,18684818,0.0000%
EWR,2015,1,Complaint,18684818,0.0000%
EWR,2016,169,Passenger Property Loss,19923009,0.0008%
EWR,2016,124,Property Damage,19923009,0.0006%
EWR,2016,2,Personal Injury,19923009,0.0000%
EWR,2016,1,Property Loss,19923009,0.0000%
EWR,2016,1,Complaint,19923009,0.0000%
EWR,2017,159,Passenger Property Loss,21571198,0.0007%
EWR,2017,132,Property Damage,21571198,0.0006%
EWR,2017,3,Unknown,21571198,0.0000%
EWR,2017,2,Missed Flight,21571198,0.0000%
EWR,2017,2,Personal Injury,21571198,0.0000%
EYW,2013,1,Property Damage,402842,0.0002%
EYW,2013,1,Passenger Property Loss,402842,0.0002%
EYW,2014,1,Passenger Property Loss,383776,0.0003%
EYW,2015,1,Passenger Property Loss,362108,0.0003%
EYW,2016,1,Passenger Property Loss,380505,0.0003%
EYW,2017,1,Passenger Property Loss,392381,0.0003%
F,2013,66,Passenger Property Loss,,
F,2013,20,Property Damage,,
F,2013,1,Unknown,,
F,2014,75,Passenger Property Loss,,
F,2014,1,Complaint,,
F,2014,39,Property Damage,,
F,2014,1,Unknown,,
F,2015,1,Personal Injury,,
F,2015,58,Passenger Property Loss,,
F,2015,31,Property Damage,,
F,2015,1,Complaint,,
F,2015,1,Unknown,,
F,2016,1,Property Loss,,
F,2016,28,Property Damage,,
F,2016,54,Passenger Property Loss,,
F,2017,24,Property Damage,,
F,2017,59,Passenger Property Loss,,
FAI,2013,4,Passenger Property Loss,457372,0.0009%
FAI,2013,4,Property Damage,457372,0.0009%
FAI,2014,3,Passenger Property Loss,459769,0.0007%
FAI,2014,1,Property Damage,459769,0.0002%
FAI,2015,3,Passenger Property Loss,493443,0.0006%
FAI,2016,8,Property Damage,538881,0.0015%
FAI,2016,4,Passenger Property Loss,538881,0.0007%
FAI,2017,6,Passenger Property Loss,543839,0.0011%
FAI,2017,2,Property Damage,543839,0.0004%
FAR,2013,4,Passenger Property Loss,403919,0.0010%
FAR,2014,5,Property Damage,456372,0.0011%
FAR,2014,1,Passenger Property Loss,456372,0.0002%
FAR,2016,3,Passenger Property Loss,402976,0.0007%
FAR,2016,1,Property Damage,402976,0.0002%
FAR,2017,1,Property Damage,404937,0.0002%
FAR,2017,1,Passenger Property Loss,404937,0.0002%
FAT,2013,4,Passenger Property Loss,684849,0.0006%
FAT,2013,3,Property Damage,684849,0.0004%
FAT,2013,1,Unknown,684849,0.0001%
FAT,2014,4,Passenger Property Loss,710353,0.0006%
FAT,2014,1,Property Damage,710353,0.0001%
FAT,2015,6,Property Damage,695008,0.0009%
FAT,2015,5,Passenger Property Loss,695008,0.0007%
FAT,2016,3,Property Damage,761298,0.0004%
FAT,2017,2,Property Damage,755140,0.0003%
FAT,2017,2,Passenger Property Loss,755140,0.0003%
FAY,2013,1,Passenger Property Loss,244345,0.0004%
FAY,2014,4,Property Damage,230436,0.0017%
FAY,2014,1,Passenger Property Loss,230436,0.0004%
FAY,2015,3,Property Damage,220339,0.0014%
FAY,2016,1,Property Damage,224541,0.0004%
FAY,2017,3,Property Damage,238568,0.0013%
FLG,2013,1,Property Damage,58323,0.0017%
FLG,2014,1,Passenger Property Loss,68123,0.0015%
FLG,2014,1,Property Damage,68123,0.0015%
FLG,2017,2,Passenger Property Loss,70710,0.0028%
FLG,2017,1,Property Damage,70710,0.0014%
FLL,2013,118,Passenger Property Loss,11538140,0.0010%
FLL,2013,73,Property Damage,11538140,0.0006%
FLL,2013,4,Personal Injury,11538140,0.0000%
FLL,2013,1,Unknown,11538140,0.0000%
FLL,2014,109,Passenger Property Loss,12031860,0.0009%
FLL,2014,88,Property Damage,12031860,0.0007%
FLL,2014,2,Personal Injury,12031860,0.0000%
FLL,2015,78,Passenger Property Loss,13061632,0.0006%
FLL,2015,73,Property Damage,13061632,0.0006%
FLL,2015,1,Employee Loss (MPCECA),13061632,0.0000%
FLL,2016,115,Passenger Property Loss,14263270,0.0008%
FLL,2016,88,Property Damage,14263270,0.0006%
FLL,2016,2,Personal Injury,14263270,0.0000%
FLL,2016,1,Complaint,14263270,0.0000%
FLL,2017,135,Passenger Property Loss,15817043,0.0009%
FLL,2017,100,Property Damage,15817043,0.0006%
FLL,2017,2,Unknown,15817043,0.0000%
FLL,2017,1,Passenger Theft,15817043,0.0000%
FLL,2017,1,Personal Injury,15817043,0.0000%
FLO,2013,1,Property Damage,59894,0.0017%
FLO,2013,1,Passenger Property Loss,59894,0.0017%
FLO,2014,1,Passenger Property Loss,59314,0.0017%
FLO,2016,1,Passenger Property Loss,45300,0.0022%
FLO,2017,1,Passenger Property Loss,42058,0.0024%
FNT,2013,5,Passenger Property Loss,398132,0.0013%
FNT,2013,1,Property Damage,398132,0.0003%
FNT,2014,3,Passenger Property Loss,421129,0.0007%
FNT,2014,1,Property Damage,421129,0.0002%
FNT,2016,1,Property Damage,398508,0.0003%
FNT,2016,1,Passenger Property Loss,398508,0.0003%
FNT,2017,3,Passenger Property Loss,393549,0.0008%
FSD,2015,1,Property Damage,493530,0.0002%
FSD,2015,1,Passenger Property Loss,493530,0.0002%
FSD,2016,2,Passenger Property Loss,510105,0.0004%
FSD,2016,1,Property Damage,510105,0.0002%
FSD,2017,2,Passenger Property Loss,540877,0.0004%
FSM,2013,2,Property Damage,82742,0.0024%
FSM,2015,1,Property Damage,84136,0.0012%
FSM,2016,1,Property Damage,83920,0.0012%
FWA,2013,1,Passenger Property Loss,294968,0.0003%
FWA,2013,1,Property Damage,294968,0.0003%
FWA,2014,3,Passenger Property Loss,323252,0.0009%
FWA,2014,1,Property Damage,323252,0.0003%
FWA,2015,2,Passenger Property Loss,353876,0.0006%
FWA,2015,1,Property Damage,353876,0.0003%
FWA,2016,1,Property Damage,360369,0.0003%
FWA,2017,3,Property Damage,359658,0.0008%
FWA,2017,2,Passenger Property Loss,359658,0.0006%
GBD,2013,2,Passenger Property Loss,,
GCC,2014,1,Motor Vehicle,27173,0.0037%
GCK,2014,1,Passenger Property Loss,26428,0.0038%
GCK,2015,1,Passenger Property Loss,27152,0.0037%
GCK,2017,1,Property Damage,26687,0.0037%
GCK,2017,1,Passenger Property Loss,26687,0.0037%
GEG,2013,22,Passenger Property Loss,1417731,0.0016%
GEG,2013,13,Property Damage,1417731,0.0009%
GEG,2014,16,Property Damage,1445572,0.0011%
GEG,2014,6,Passenger Property Loss,1445572,0.0004%
GEG,2015,9,Property Damage,1515351,0.0006%
GEG,2015,6,Passenger Property Loss,1515351,0.0004%
GEG,2016,13,Property Damage,1570652,0.0008%
GEG,2016,9,Passenger Property Loss,1570652,0.0006%
GEG,2017,13,Passenger Property Loss,1698433,0.0008%
GEG,2017,5,Property Damage,1698433,0.0003%
GFK,2013,2,Passenger Property Loss,148665,0.0013%
GFK,2013,1,Property Damage,148665,0.0007%
GFK,2014,4,Passenger Property Loss,146003,0.0027%
GFK,2015,2,Passenger Property Loss,145785,0.0014%
GGG,2013,1,Passenger Property Loss,20870,0.0048%
GGG,2013,1,Property Damage,20870,0.0048%
GGG,2015,2,Passenger Property Loss,20968,0.0095%
GGG,2015,1,Property Damage,20968,0.0048%
GGG,2017,2,Passenger Property Loss,19261,0.0104%
GGG,2017,1,Property Damage,19261,0.0052%
GJT,2013,2,Passenger Property Loss,211091,0.0009%
GJT,2014,1,Property Damage,214313,0.0005%
GJT,2014,1,Passenger Property Loss,214313,0.0005%
GJT,2015,2,Property Damage,214404,0.0009%
GJT,2015,1,Passenger Property Loss,214404,0.0005%
GJT,2016,4,Property Damage,218319,0.0018%
GJT,2017,1,Passenger Property Loss,223452,0.0004%
GJT,2017,1,Property Damage,223452,0.0004%
GLH,2013,2,Property Damage,,
GNV,2013,1,Passenger Property Loss,198388,0.0005%
GNV,2013,1,Property Damage,198388,0.0005%
GNV,2014,1,Passenger Property Loss,206820,0.0005%
GNV,2014,1,Property Damage,206820,0.0005%
GNV,2016,2,Property Damage,206330,0.0010%
GNV,2017,1,Property Damage,218578,0.0005%
GNV,2017,1,Passenger Property Loss,218578,0.0005%
GPI,2013,4,Property Damage,199707,0.0020%
GPI,2013,1,Passenger Property Loss,199707,0.0005%
GPI,2014,3,Passenger Property Loss,224820,0.0013%
GPI,2014,1,Property Damage,224820,0.0004%
GPT,2013,3,Property Damage,369597,0.0008%
GPT,2013,2,Passenger Property Loss,369597,0.0005%
GPT,2014,2,Passenger Property Loss,325437,0.0006%
GPT,2014,2,Property Damage,325437,0.0006%
GPT,2015,5,Passenger Property Loss,317154,0.0016%
GPT,2015,4,Property Damage,317154,0.0013%
GPT,2016,3,Property Damage,305157,0.0010%
GPT,2017,3,Passenger Property Loss,324611,0.0009%
GPT,2017,2,Property Damage,324611,0.0006%
GPT,2017,1,Unknown,324611,0.0003%
GRB,2013,3,Property Damage,293703,0.0010%
GRB,2013,2,Passenger Property Loss,293703,0.0007%
GRB,2014,3,Passenger Property Loss,302568,0.0010%
GRB,2014,1,Property Damage,302568,0.0003%
GRB,2015,2,Property Damage,295245,0.0007%
GRB,2016,4,Property Damage,292868,0.0014%
GRB,2017,2,Passenger Property Loss,283823,0.0007%
GRI,2013,1,Passenger Property Loss,57165,0.0017%
GRI,2014,2,Passenger Property Loss,61400,0.0033%
GRI,2014,1,Property Damage,61400,0.0016%
GRI,2015,2,Property Damage,64602,0.0031%
GRI,2016,1,Passenger Property Loss,68879,0.0015%
GRK,2013,1,Passenger Property Loss,195899,0.0005%
